Codigo,Municipio,Distancia,Servico,Atendimento,Percentual
311410,Carmo_De_Minas,381,S8,2,100
311420,Carmo_Do_Cajuru,105,S4,323,100
311420,Carmo_Do_Cajuru,105,S5,665,100
311420,Carmo_Do_Cajuru,105,S6,239,100
311420,Carmo_Do_Cajuru,105,S7,188,100
311420,Carmo_Do_Cajuru,105,S8,36,100
311420,Carmo_Do_Cajuru,105,S10,297,100
311430,Carmo_Do_Paranaiba,337,S4,29,100
311430,Carmo_Do_Paranaiba,337,S5,54,100
311430,Carmo_Do_Paranaiba,337,S6,34,100
311430,Carmo_Do_Paranaiba,337,S7,22,100
311430,Carmo_Do_Paranaiba,337,S8,5,100
311430,Carmo_Do_Paranaiba,337,S10,25,100
311440,Carmo_Do_Rio_Claro,373,S5,3,100
311440,Carmo_Do_Rio_Claro,373,S6,17,100
311440,Carmo_Do_Rio_Claro,373,S7,10,100
311440,Carmo_Do_Rio_Claro,373,S8,3,100
311450,Carmopolis_De_Minas,114,S4,7,100
311450,Carmopolis_De_Minas,114,S5,294,100
311450,Carmopolis_De_Minas,114,S6,109,100
311450,Carmopolis_De_Minas,114,S7,49,100
311450,Carmopolis_De_Minas,114,S8,15,100
311450,Carmopolis_De_Minas,114,S10,151,100
311460,Carrancas,273,S4,4,100
311460,Carrancas,273,S5,15,100
311460,Carrancas,273,S6,6,100
311460,Carrancas,273,S7,4,100
311460,Carrancas,273,S8,1,100
311470,Carvalhopolis,357,S4,6,100
311470,Carvalhopolis,357,S5,7,100
311470,Carvalhopolis,357,S7,2,100
311480,Carvalhos,428,S4,5,100
311480,Carvalhos,428,S5,7,100
311480,Carvalhos,428,S6,6,100
311480,Carvalhos,428,S7,3,100
311490,Casa_Grande,133,S4,20,100
311490,Casa_Grande,133,S5,59,100
311490,Casa_Grande,133,S7,15,100
311490,Casa_Grande,133,S8,3,100
311490,Casa_Grande,133,S10,19,100
311500,Cascalho_Rico,534,S4,2,100
311500,Cascalho_Rico,534,S7,1,100
311510,Cassia,412,S5,17,100
311510,Cassia,412,S7,1,100
311510,Cassia,412,S8,2,100
311520,Conceicao_Da_Barra_De_Minas,223,S4,20,100
311520,Conceicao_Da_Barra_De_Minas,223,S5,44,100
311520,Conceicao_Da_Barra_De_Minas,223,S6,3,100
311520,Conceicao_Da_Barra_De_Minas,223,S7,13,100
311520,Conceicao_Da_Barra_De_Minas,223,S8,3,100
311520,Conceicao_Da_Barra_De_Minas,223,S10,18,100
311530,Cataguases,309,S4,91,100
311530,Cataguases,309,S5,158,100
311530,Cataguases,309,S6,115,100
311530,Cataguases,309,S7,97,100
311530,Cataguases,309,S8,16,100
311530,Cataguases,309,S10,76,100
311535,Catas_Altas,132,S4,23,100
311535,Catas_Altas,132,S5,80,100
311535,Catas_Altas,132,S6,36,100
311535,Catas_Altas,132,S7,45,100
311535,Catas_Altas,132,S8,7,100
311535,Catas_Altas,132,S10,63,100
311540,Catas_Altas_Da_Noruega,145,S4,43,100
311540,Catas_Altas_Da_Noruega,145,S5,82,100
311540,Catas_Altas_Da_Noruega,145,S6,40,100
311540,Catas_Altas_Da_Noruega,145,S7,21,100
311540,Catas_Altas_Da_Noruega,145,S8,4,100
311540,Catas_Altas_Da_Noruega,145,S10,45,100
311545,Catuji,532,S4,3,100
311545,Catuji,532,S6,6,100
311545,Catuji,532,S7,2,100
311547,Catuti,641,S4,1,100
311547,Catuti,641,S7,1,100
311550,Caxambu,368,S4,7,100
311550,Caxambu,368,S5,27,100
311550,Caxambu,368,S6,6,100
311550,Caxambu,368,S7,10,100
311550,Caxambu,368,S8,3,100
311560,Cedro_Do_Abaete,236,S4,1,100
311560,Cedro_Do_Abaete,236,S5,6,100
311560,Cedro_Do_Abaete,236,S6,9,100
311560,Cedro_Do_Abaete,236,S7,2,100
311570,Central_De_Minas,422,S4,6,100
311570,Central_De_Minas,422,S5,6,100
311570,Central_De_Minas,422,S6,7,100
311570,Central_De_Minas,422,S7,3,100
311590,Chacara,288,S4,8,100
311590,Chacara,288,S5,18,100
311590,Chacara,288,S6,5,100
311590,Chacara,288,S8,2,100
311600,Chale,367,S4,6,100
311600,Chale,367,S5,18,100
311600,Chale,367,S7,6,100
311600,Chale,367,S8,2,100
311610,Chapada_Do_Norte,530,S4,8,100
311610,Chapada_Do_Norte,530,S6,15,100
311610,Chapada_Do_Norte,530,S7,10,100
311610,Chapada_Do_Norte,530,S8,2,100
311620,Chiador,341,S4,5,100
311620,Chiador,341,S5,9,100
311620,Chiador,341,S7,3,100
311630,Cipotanea,182,S4,15,100
311630,Cipotanea,182,S5,52,100
311630,Cipotanea,182,S6,22,100
311630,Cipotanea,182,S7,16,100
311630,Cipotanea,182,S8,3,100
311630,Cipotanea,182,S10,28,100
311640,Claraval,468,S4,7,100
311640,Claraval,468,S5,6,100
311640,Claraval,468,S6,5,100
311640,Claraval,468,S7,4,100
311650,Claro_Dos_Pocoes,460,S4,7,100
311650,Claro_Dos_Pocoes,460,S5,9,100
311650,Claro_Dos_Pocoes,460,S6,4,100
311650,Claro_Dos_Pocoes,460,S7,5,100
311650,Claro_Dos_Pocoes,460,S8,1,100
311660,Claudio,131,S4,17,100
311660,Claudio,131,S5,326,100
311660,Claudio,131,S6,121,100
311660,Claudio,131,S7,44,100
311660,Claudio,131,S8,20,100
311660,Claudio,131,S10,167,100
311670,Coimbra,249,S4,9,100
311670,Coimbra,249,S5,61,100
311670,Coimbra,249,S6,24,100
311670,Coimbra,249,S7,23,100
311670,Coimbra,249,S8,5,100
311670,Coimbra,249,S10,22,100
311680,Coluna,372,S5,13,100
311680,Coluna,372,S6,7,100
311680,Coluna,372,S7,5,100
311680,Coluna,372,S8,1,100
311690,Comendador_Gomes,600,S4,2,100
311690,Comendador_Gomes,600,S7,1,100
311710,Conceicao_Da_Aparecida,390,S4,4,100
311710,Conceicao_Da_Aparecida,390,S5,8,100
311710,Conceicao_Da_Aparecida,390,S6,10,100
311710,Conceicao_Da_Aparecida,390,S7,3,100
311720,Conceicao_Das_Pedras,384,S4,5,100
311720,Conceicao_Das_Pedras,384,S5,6,100
311720,Conceicao_Das_Pedras,384,S6,4,100
311720,Conceicao_Das_Pedras,384,S7,4,100
311730,Conceicao_Das_Alagoas,521,S6,11,100
311730,Conceicao_Das_Alagoas,521,S7,6,100
311730,Conceicao_Das_Alagoas,521,S8,1,100
311740,Conceicao_De_Ipanema,378,S4,10,100
311740,Conceicao_De_Ipanema,378,S5,12,100
311740,Conceicao_De_Ipanema,378,S6,12,100
311740,Conceicao_De_Ipanema,378,S7,5,100
311740,Conceicao_De_Ipanema,378,S8,1,100
311750,Conceicao_Do_Mato_Dentro,174,S4,21,100
311750,Conceicao_Do_Mato_Dentro,174,S6,42,100
311750,Conceicao_Do_Mato_Dentro,174,S7,1,100
311750,Conceicao_Do_Mato_Dentro,174,S8,10,100
311750,Conceicao_Do_Mato_Dentro,174,S10,78,100
311760,Conceicao_Do_Para,123,S4,38,100
311760,Conceicao_Do_Para,123,S5,138,100
311760,Conceicao_Do_Para,123,S6,37,100
311760,Conceicao_Do_Para,123,S7,19,100
311760,Conceicao_Do_Para,123,S8,7,100
311760,Conceicao_Do_Para,123,S10,58,100
311770,Conceicao_Do_Rio_Verde,350,S4,12,100
311770,Conceicao_Do_Rio_Verde,350,S5,18,100
311770,Conceicao_Do_Rio_Verde,350,S6,11,100
311770,Conceicao_Do_Rio_Verde,350,S7,4,100
311770,Conceicao_Do_Rio_Verde,350,S8,2,100
311780,Conceicao_Dos_Ouros,408,S4,26,100
311780,Conceicao_Dos_Ouros,408,S5,20,100
311780,Conceicao_Dos_Ouros,408,S6,28,100
311780,Conceicao_Dos_Ouros,408,S7,15,100
311780,Conceicao_Dos_Ouros,408,S8,2,100
311783,Conego_Marinho,619,S4,4,100
311783,Conego_Marinho,619,S6,6,100
311783,Conego_Marinho,619,S7,3,100
311787,Confins,51,S4,116,100
311787,Confins,51,S5,318,100
311787,Confins,51,S6,117,100
311787,Confins,51,S7,60,100
311787,Confins,51,S8,13,100
311787,Confins,51,S10,160,100
311790,Congonhal,397,S4,23,100
311790,Congonhal,397,S5,22,100
311790,Congonhal,397,S6,24,100
311790,Congonhal,397,S7,11,100
311790,Congonhal,397,S8,2,100
311800,Congonhas,86,S4,374,100
311800,Congonhas,86,S5,714,100
311800,Congonhas,86,S6,434,100
311800,Congonhas,86,S7,220,100
311800,Congonhas,86,S8,51,100
311800,Congonhas,86,S10,529,100
311810,Congonhas_Do_Norte,222,S4,29,100
311810,Congonhas_Do_Norte,222,S5,55,100
311810,Congonhas_Do_Norte,222,S6,10,100
311810,Congonhas_Do_Norte,222,S7,14,100
311810,Congonhas_Do_Norte,222,S8,3,100
311810,Congonhas_Do_Norte,222,S10,32,100
311820,Conquista,459,S4,3,100
311820,Conquista,459,S5,4,100
311820,Conquista,459,S6,5,100
311820,Conquista,459,S7,3,100
311830,Conselheiro_Lafaiete,105,S4,362,100
311830,Conselheiro_Lafaiete,105,S5,836,100
311830,Conselheiro_Lafaiete,105,S6,300,100
311830,Conselheiro_Lafaiete,105,S7,209,100
311830,Conselheiro_Lafaiete,105,S8,41,100
311830,Conselheiro_Lafaiete,105,S10,402,100
311840,Conselheiro_Pena,420,S5,21,100
311840,Conselheiro_Pena,420,S6,22,100
311840,Conselheiro_Pena,420,S7,8,100
311840,Conselheiro_Pena,420,S8,3,100
311850,Consolacao,423,S5,2,100
311850,Consolacao,423,S7,2,100
311860,Contagem,0,S1,80009,53
311860,Contagem,0,S2,16285,100
311860,Contagem,0,S3,2351,100
311860,Contagem,0,S4,3035,100
311860,Contagem,0,S5,7037,100
311860,Contagem,0,S6,2360,100
311860,Contagem,0,S7,2123,100
311860,Contagem,0,S8,354,100
311860,Contagem,0,S9,6834,100
311860,Contagem,0,S10,4799,100
311860,Contagem,0,S11,26323,100
311870,Coqueiral,258,S4,48,100
311870,Coqueiral,258,S5,56,100
311870,Coqueiral,258,S6,11,100
311870,Coqueiral,258,S7,21,100
311870,Coqueiral,258,S8,3,100
311870,Coqueiral,258,S10,36,100
311880,Coracao_De_Jesus,454,S4,7,100
311880,Coracao_De_Jesus,454,S5,17,100
311880,Coracao_De_Jesus,454,S6,21,100
311880,Coracao_De_Jesus,454,S7,7,100
311880,Coracao_De_Jesus,454,S8,2,100
311890,Cordisburgo,109,S4,121,100
311890,Cordisburgo,109,S5,285,100
311890,Cordisburgo,109,S6,101,100
311890,Cordisburgo,109,S7,79,100
311890,Cordisburgo,109,S8,14,100
311890,Cordisburgo,109,S10,136,100
311900,Cordislandia,332,S4,5,100
311900,Cordislandia,332,S5,13,100
311900,Cordislandia,332,S6,12,100
311900,Cordislandia,332,S7,7,100
311900,Cordislandia,332,S8,1,100
311910,Corinto,207,S4,145,100
311910,Corinto,207,S5,261,100
311910,Corinto,207,S6,68,100
311910,Corinto,207,S7,78,100
311910,Corinto,207,S8,21,100
311910,Corinto,207,S10,130,100
311920,Coroaci,392,S4,24,100
311920,Coroaci,392,S5,12,100
311920,Coroaci,392,S6,21,100
311920,Coroaci,392,S7,15,100
311920,Coroaci,392,S8,2,100
311930,Coromandel,476,S4,2,100
311930,Coromandel,476,S5,14,100
311930,Coromandel,476,S6,9,100
311930,Coromandel,476,S7,8,100
311930,Coromandel,476,S8,1,100
311940,Coronel_Fabriciano,217,S4,181,100
311940,Coronel_Fabriciano,217,S5,179,100
311940,Coronel_Fabriciano,217,S6,102,100
311940,Coronel_Fabriciano,217,S7,151,100
311940,Coronel_Fabriciano,217,S8,28,100
311940,Coronel_Fabriciano,217,S10,147,100
311950,Coronel_Murta,585,S4,3,100
311950,Coronel_Murta,585,S6,6,100
311950,Coronel_Murta,585,S7,3,100
311960,Coronel_Pacheco,273,S4,11,100
311960,Coronel_Pacheco,273,S5,22,100
311960,Coronel_Pacheco,273,S7,4,100
311960,Coronel_Pacheco,273,S8,2,100
311960,Coronel_Pacheco,273,S10,10,100
311970,Coronel_Xavier_Chaves,200,S4,13,100
311970,Coronel_Xavier_Chaves,200,S5,43,100
311970,Coronel_Xavier_Chaves,200,S6,16,100
311970,Coronel_Xavier_Chaves,200,S7,12,100
311970,Coronel_Xavier_Chaves,200,S8,2,100
311970,Coronel_Xavier_Chaves,200,S10,17,100
311980,Corrego_Danta,223,S5,36,100
311980,Corrego_Danta,223,S6,23,100
311980,Corrego_Danta,223,S7,9,100
311980,Corrego_Danta,223,S8,2,100
311980,Corrego_Danta,223,S10,17,100
311990,Corrego_Do_Bom_Jesus,427,S4,3,100
311990,Corrego_Do_Bom_Jesus,427,S5,6,100
311990,Corrego_Do_Bom_Jesus,427,S6,6,100
311990,Corrego_Do_Bom_Jesus,427,S7,3,100
311995,Corrego_Fundo,225,S4,37,100
311995,Corrego_Fundo,225,S5,59,100
311995,Corrego_Fundo,225,S6,5,100
311995,Corrego_Fundo,225,S7,23,100
311995,Corrego_Fundo,225,S8,5,100
311995,Corrego_Fundo,225,S10,30,100
312000,Corrego_Novo,292,S4,5,100
312000,Corrego_Novo,292,S5,12,100
312000,Corrego_Novo,292,S8,1,100
312010,Couto_De_Magalhaes_De_Minas,324,S4,7,100
312010,Couto_De_Magalhaes_De_Minas,324,S5,20,100
312010,Couto_De_Magalhaes_De_Minas,324,S7,4,100
312010,Couto_De_Magalhaes_De_Minas,324,S8,1,100
312015,Crisolita,590,S4,3,100
312015,Crisolita,590,S6,5,100
312015,Crisolita,590,S7,2,100
312020,Cristais,243,S4,19,100
312020,Cristais,243,S5,56,100
312020,Cristais,243,S6,21,100
312020,Cristais,243,S7,9,100
312020,Cristais,243,S8,4,100
312020,Cristais,243,S10,30,100
312030,Cristalia,577,S7,2,100
312040,Cristiano_Otoni,126,S4,60,100
312040,Cristiano_Otoni,126,S5,137,100
312040,Cristiano_Otoni,126,S6,65,100
312040,Cristiano_Otoni,126,S7,38,100
312040,Cristiano_Otoni,126,S8,6,100
312040,Cristiano_Otoni,126,S10,73,100
312050,Cristina,383,S5,12,100
312050,Cristina,383,S6,8,100
312050,Cristina,383,S7,4,100
312050,Cristina,383,S8,1,100
312060,Crucilandia,106,S4,39,100
312060,Crucilandia,106,S5,138,100
312060,Crucilandia,106,S6,23,100
312060,Crucilandia,106,S7,6,100
312060,Crucilandia,106,S8,8,100
312060,Crucilandia,106,S10,69,100
312070,Cruzeiro_Da_Fortaleza,385,S4,11,100
312070,Cruzeiro_Da_Fortaleza,385,S5,10,100
312070,Cruzeiro_Da_Fortaleza,385,S6,8,100
312070,Cruzeiro_Da_Fortaleza,385,S7,7,100
312080,Cruzilia,391,S5,15,100
312080,Cruzilia,391,S6,10,100
312080,Cruzilia,391,S8,2,100
312083,Cuparaque,475,S4,2,100
312083,Cuparaque,475,S5,5,100
312083,Cuparaque,475,S6,7,100
312083,Cuparaque,475,S7,2,100
312090,Curvelo,163,S4,117,100
312090,Curvelo,163,S5,282,100
312090,Curvelo,163,S6,79,100
312090,Curvelo,163,S7,70,100
312090,Curvelo,163,S8,22,100
312090,Curvelo,163,S10,142,100
312100,Datas,269,S4,17,100
312100,Datas,269,S5,36,100
312100,Datas,269,S6,17,100
312100,Datas,269,S7,6,100
312100,Datas,269,S8,2,100
312100,Datas,269,S10,17,100
312110,Delfim_Moreira,464,S4,6,100
312110,Delfim_Moreira,464,S5,9,100
312110,Delfim_Moreira,464,S6,6,100
312110,Delfim_Moreira,464,S7,4,100
312120,Delfinopolis,448,S5,4,100
312120,Delfinopolis,448,S6,4,100
312125,Delta,474,S4,12,100
312125,Delta,474,S5,12,100
312125,Delta,474,S6,14,100
312125,Delta,474,S7,10,100
312125,Delta,474,S8,1,100
312130,Descoberto,300,S4,7,100
312130,Descoberto,300,S5,28,100
312130,Descoberto,300,S7,8,100
312130,Descoberto,300,S8,2,100
312130,Descoberto,300,S10,13,100
312140,Desterro_De_Entre_Rios,158,S4,35,100
312140,Desterro_De_Entre_Rios,158,S5,72,100
312140,Desterro_De_Entre_Rios,158,S6,49,100
312140,Desterro_De_Entre_Rios,158,S7,27,100
312140,Desterro_De_Entre_Rios,158,S8,7,100
312140,Desterro_De_Entre_Rios,158,S10,71,100
312150,Desterro_Do_Melo,203,S4,14,100
312150,Desterro_Do_Melo,203,S5,41,100
312150,Desterro_Do_Melo,203,S6,10,100
312150,Desterro_Do_Melo,203,S7,12,100
312150,Desterro_Do_Melo,203,S8,2,100
312150,Desterro_Do_Melo,203,S10,16,100
312160,Diamantina,292,S4,21,100
312160,Diamantina,292,S5,85,100
312160,Diamantina,292,S6,9,100
312160,Diamantina,292,S7,25,100
312160,Diamantina,292,S8,7,100
312160,Diamantina,292,S10,46,100
312170,Diogo_De_Vasconcelos,201,S4,16,100
312170,Diogo_De_Vasconcelos,201,S5,28,100
312170,Diogo_De_Vasconcelos,201,S7,4,100
312170,Diogo_De_Vasconcelos,201,S8,2,100
312170,Diogo_De_Vasconcelos,201,S10,25,100
312180,Dionisio,182,S4,37,100
312180,Dionisio,182,S5,58,100
312180,Dionisio,182,S6,33,100
312180,Dionisio,182,S7,24,100
312180,Dionisio,182,S8,4,100
312180,Dionisio,182,S10,31,100
312190,Divinesia,230,S4,12,100
312190,Divinesia,230,S5,29,100
312190,Divinesia,230,S6,11,100
312190,Divinesia,230,S7,5,100
312190,Divinesia,230,S8,2,100
312190,Divinesia,230,S10,12,100
312200,Divino,330,S5,41,100
312200,Divino,330,S7,14,100
312200,Divino,330,S8,3,100
312200,Divino,330,S10,16,100
312210,Divino_Das_Laranjeiras,399,S4,4,100
312210,Divino_Das_Laranjeiras,399,S5,5,100
312210,Divino_Das_Laranjeiras,399,S6,7,100
312210,Divino_Das_Laranjeiras,399,S7,2,100
312220,Divinolandia_De_Minas,341,S4,15,100
312220,Divinolandia_De_Minas,341,S5,22,100
312220,Divinolandia_De_Minas,341,S6,9,100
312220,Divinolandia_De_Minas,341,S7,11,100
312220,Divinolandia_De_Minas,341,S8,2,100
312220,Divinolandia_De_Minas,341,S10,15,100
312230,Divinopolis,108,S4,595,100
312230,Divinopolis,108,S5,1160,100
312230,Divinopolis,108,S6,503,100
312230,Divinopolis,108,S7,400,100
312230,Divinopolis,108,S8,57,100
312230,Divinopolis,108,S10,515,100
312240,Divisa_Nova,371,S4,13,100
312240,Divisa_Nova,371,S5,16,100
312240,Divisa_Nova,371,S6,16,100
312240,Divisa_Nova,371,S7,6,100
312240,Divisa_Nova,371,S8,2,100
312247,Dom_Bosco,545,S4,3,100
312247,Dom_Bosco,545,S7,2,100
312250,Dom_Cavati,287,S4,2,100
312250,Dom_Cavati,287,S5,27,100
312250,Dom_Cavati,287,S6,13,100
312250,Dom_Cavati,287,S7,10,100
312250,Dom_Cavati,287,S8,2,100
312260,Dom_Joaquim,208,S5,2,100
312260,Dom_Joaquim,208,S6,6,100
312260,Dom_Joaquim,208,S7,7,100
312260,Dom_Joaquim,208,S8,2,100
312260,Dom_Joaquim,208,S10,14,100
312270,Dom_Silverio,192,S4,6,100
312270,Dom_Silverio,192,S5,18,100
312270,Dom_Silverio,192,S6,7,100
312270,Dom_Silverio,192,S7,12,100
312270,Dom_Silverio,192,S8,1,100
312270,Dom_Silverio,192,S10,20,100
312280,Dom_Vicoso,405,S4,5,100
312280,Dom_Vicoso,405,S5,5,100
312290,Dona_Eusebia,293,S4,18,100
312290,Dona_Eusebia,293,S5,38,100
312290,Dona_Eusebia,293,S6,25,100
312290,Dona_Eusebia,293,S7,17,100
312290,Dona_Eusebia,293,S8,3,100
312290,Dona_Eusebia,293,S10,17,100
312300,Dores_De_Campos,175,S4,65,100
312300,Dores_De_Campos,175,S5,177,100
312300,Dores_De_Campos,175,S6,72,100
312300,Dores_De_Campos,175,S7,49,100
312300,Dores_De_Campos,175,S8,8,100
312300,Dores_De_Campos,175,S10,82,100
312310,Dores_De_Guanhaes,227,S4,9,100
312310,Dores_De_Guanhaes,227,S5,55,100
312310,Dores_De_Guanhaes,227,S6,20,100
312310,Dores_De_Guanhaes,227,S7,20,100
312310,Dores_De_Guanhaes,227,S8,4,100
312310,Dores_De_Guanhaes,227,S10,28,100
312320,Dores_Do_Indaia,230,S5,70,100
312320,Dores_Do_Indaia,230,S6,12,100
312320,Dores_Do_Indaia,230,S7,14,100
312320,Dores_Do_Indaia,230,S8,5,100
312320,Dores_Do_Indaia,230,S10,29,100
312330,Dores_Do_Turvo,229,S4,8,100
312330,Dores_Do_Turvo,229,S5,44,100
312330,Dores_Do_Turvo,229,S6,15,100
312330,Dores_Do_Turvo,229,S7,4,100
312330,Dores_Do_Turvo,229,S8,3,100
312330,Dores_Do_Turvo,229,S10,20,100
312340,Doresopolis,294,S4,2,100
312340,Doresopolis,294,S5,7,100
312340,Doresopolis,294,S6,5,100
312340,Doresopolis,294,S7,3,100
312350,Douradoquara,534,S4,1,100
312352,Durande,328,S4,16,100
312352,Durande,328,S5,35,100
312352,Durande,328,S6,15,100
312352,Durande,328,S7,11,100
312352,Durande,328,S8,3,100
312352,Durande,328,S10,17,100
312360,Eloi_Mendes,317,S4,34,100
312360,Eloi_Mendes,317,S5,37,100
312360,Eloi_Mendes,317,S6,25,100
312360,Eloi_Mendes,317,S7,14,100
312360,Eloi_Mendes,317,S8,5,100
312360,Eloi_Mendes,317,S10,31,100
312370,Engenheiro_Caldas,310,S4,37,100
312370,Engenheiro_Caldas,310,S5,40,100
312370,Engenheiro_Caldas,310,S6,33,100
312370,Engenheiro_Caldas,310,S7,25,100
312370,Engenheiro_Caldas,310,S8,1,100
312370,Engenheiro_Caldas,310,S10,25,100
312380,Engenheiro_Navarro,346,S4,15,100
312380,Engenheiro_Navarro,346,S5,26,100
312380,Engenheiro_Navarro,346,S6,22,100
312380,Engenheiro_Navarro,346,S7,6,100
312380,Engenheiro_Navarro,346,S8,2,100
312380,Engenheiro_Navarro,346,S10,13,100
312385,Entre_Folhas,283,S4,13,100
312385,Entre_Folhas,283,S5,32,100
312385,Entre_Folhas,283,S7,1,100
312385,Entre_Folhas,283,S8,3,100
312385,Entre_Folhas,283,S10,13,100
312390,Entre_Rios_De_Minas,128,S4,26,100
312390,Entre_Rios_De_Minas,128,S5,91,100
312390,Entre_Rios_De_Minas,128,S6,78,100
312390,Entre_Rios_De_Minas,128,S7,43,100
312390,Entre_Rios_De_Minas,128,S8,10,100
312390,Entre_Rios_De_Minas,128,S10,85,100
312400,Ervalia,264,S5,71,100
312400,Ervalia,264,S6,17,100
312400,Ervalia,264,S7,29,100
312400,Ervalia,264,S8,5,100
312400,Ervalia,264,S10,30,100
312410,Esmeraldas,40,S2,1183,28
312410,Esmeraldas,40,S4,229,100
312410,Esmeraldas,40,S5,1868,100
312410,Esmeraldas,40,S6,453,100
312410,Esmeraldas,40,S7,380,100
312410,Esmeraldas,40,S8,80,100
312410,Esmeraldas,40,S10,1140,100
312420,Espera_Feliz,374,S4,7,100
312420,Espera_Feliz,374,S5,34,100
312420,Espera_Feliz,374,S7,14,100
312420,Espera_Feliz,374,S8,4,100
312420,Espera_Feliz,374,S10,15,100
312430,Espinosa,691,S4,3,100
312430,Espinosa,691,S7,3,100
312440,Espirito_Santo_Do_Dourado,406,S4,3,100
312440,Espirito_Santo_Do_Dourado,406,S5,8,100
312440,Espirito_Santo_Do_Dourado,406,S6,7,100
312440,Espirito_Santo_Do_Dourado,406,S7,2,100
312440,Espirito_Santo_Do_Dourado,406,S8,1,100
312450,Estiva,406,S4,7,100
312450,Estiva,406,S5,12,100
312450,Estiva,406,S6,11,100
312450,Estiva,406,S7,7,100
312450,Estiva,406,S8,1,100
312460,Estrela_Dalva,418,S4,2,100
312460,Estrela_Dalva,418,S5,4,100
312460,Estrela_Dalva,418,S7,2,100
312470,Estrela_Do_Indaia,241,S4,4,100
312470,Estrela_Do_Indaia,241,S5,17,100
312470,Estrela_Do_Indaia,241,S6,6,100
312470,Estrela_Do_Indaia,241,S7,4,100
312470,Estrela_Do_Indaia,241,S8,1,100
312480,Estrela_Do_Sul,497,S4,9,100
312480,Estrela_Do_Sul,497,S5,7,100
312480,Estrela_Do_Sul,497,S6,8,100
312480,Estrela_Do_Sul,497,S7,6,100
312490,Eugenopolis,342,S5,15,100
312490,Eugenopolis,342,S6,10,100
312490,Eugenopolis,342,S7,9,100
312490,Eugenopolis,342,S8,2,100
312500,Ewbank_Da_Camara,231,S4,16,100
312500,Ewbank_Da_Camara,231,S5,40,100
312500,Ewbank_Da_Camara,231,S6,14,100
312500,Ewbank_Da_Camara,231,S8,3,100
312500,Ewbank_Da_Camara,231,S10,17,100
312510,Extrema,468,S4,5,100
312510,Extrema,468,S5,14,100
312510,Extrema,468,S6,7,100
312510,Extrema,468,S7,13,100
312510,Extrema,468,S8,1,100
312520,Fama,338,S4,4,100
312520,Fama,338,S5,9,100
312520,Fama,338,S7,1,100
312530,Faria_Lemos,368,S4,3,100
312530,Faria_Lemos,368,S5,8,100
312530,Faria_Lemos,368,S7,2,100
312530,Faria_Lemos,368,S8,1,100
312540,Felicio_Dos_Santos,364,S4,8,100
312540,Felicio_Dos_Santos,364,S5,14,100
312540,Felicio_Dos_Santos,364,S6,3,100
312540,Felicio_Dos_Santos,364,S7,3,100
312540,Felicio_Dos_Santos,364,S8,1,100
312550,Sao_Goncalo_Do_Rio_Preto,341,S4,9,100
312550,Sao_Goncalo_Do_Rio_Preto,341,S5,12,100
312550,Sao_Goncalo_Do_Rio_Preto,341,S6,5,100
312550,Sao_Goncalo_Do_Rio_Preto,341,S7,2,100
312570,Felixlandia,183,S4,122,100
312570,Felixlandia,183,S5,206,100
312570,Felixlandia,183,S6,63,100
312570,Felixlandia,183,S7,67,100
312570,Felixlandia,183,S8,15,100
312570,Felixlandia,183,S10,106,100
312580,Fernandes_Tourinho,318,S4,10,100
312580,Fernandes_Tourinho,318,S5,11,100
312580,Fernandes_Tourinho,318,S6,13,100
312580,Fernandes_Tourinho,318,S7,8,100
312590,Ferros,192,S5,67,100
312590,Ferros,192,S6,10,100
312590,Ferros,192,S7,22,100
312590,Ferros,192,S8,5,100
312590,Ferros,192,S10,32,100
312595,Fervedouro,336,S4,8,100
312595,Fervedouro,336,S5,15,100
312595,Fervedouro,336,S6,2,100
312595,Fervedouro,336,S7,8,100
312595,Fervedouro,336,S8,2,100
312600,Florestal,55,S4,125,100
312600,Florestal,55,S5,327,100
312600,Florestal,55,S6,35,100
312600,Florestal,55,S7,95,100
312600,Florestal,55,S8,14,100
312600,Florestal,55,S10,175,100
312610,Formiga,217,S4,129,100
312610,Formiga,217,S5,228,100
312610,Formiga,217,S6,62,100
312610,Formiga,217,S7,72,100
312610,Formiga,217,S8,15,100
312610,Formiga,217,S10,103,100
312630,Fortaleza_De_Minas,386,S4,9,100
312630,Fortaleza_De_Minas,386,S5,10,100
312630,Fortaleza_De_Minas,386,S6,7,100
312630,Fortaleza_De_Minas,386,S7,3,100
312630,Fortaleza_De_Minas,386,S8,1,100
312640,Fortuna_De_Minas,90,S4,38,100
312640,Fortuna_De_Minas,90,S5,91,100
312640,Fortuna_De_Minas,90,S6,30,100
312640,Fortuna_De_Minas,90,S7,9,100
312640,Fortuna_De_Minas,90,S8,5,100
312640,Fortuna_De_Minas,90,S10,56,100
312650,Francisco_Badaro,566,S4,6,100
312650,Francisco_Badaro,566,S6,7,100
312650,Francisco_Badaro,566,S7,5,100
312660,Francisco_Dumont,372,S4,11,100
312660,Francisco_Dumont,372,S5,15,100
312660,Francisco_Dumont,372,S6,14,100
312660,Francisco_Dumont,372,S7,5,100
312670,Francisco_Sa,466,S4,9,100
312670,Francisco_Sa,466,S5,14,100
312670,Francisco_Sa,466,S6,17,100
312670,Francisco_Sa,466,S7,7,100
312670,Francisco_Sa,466,S8,2,100
312675,Franciscopolis,485,S4,3,100
312675,Franciscopolis,485,S5,6,100
