Codigo,Municipio,Distancia,Servico,Atendimento,Percentual
312675,Franciscopolis,485,S6,8,100
312675,Franciscopolis,485,S7,1,100
312680,Frei_Gaspar,480,S4,3,100
312680,Frei_Gaspar,480,S5,5,100
312680,Frei_Gaspar,480,S6,7,100
312680,Frei_Gaspar,480,S7,3,100
312690,Frei_Inocencio,366,S4,13,100
312690,Frei_Inocencio,366,S5,11,100
312690,Frei_Inocencio,366,S6,14,100
312690,Frei_Inocencio,366,S7,5,100
312690,Frei_Inocencio,366,S8,1,100
312695,Frei_Lagonegro,384,S4,3,100
312695,Frei_Lagonegro,384,S5,9,100
312695,Frei_Lagonegro,384,S7,2,100
312700,Fronteira,640,S4,10,100
312700,Fronteira,640,S6,10,100
312700,Fronteira,640,S7,7,100
312705,Fronteira_Dos_Vales,638,S4,1,100
312705,Fronteira_Dos_Vales,638,S7,1,100
312707,Fruta_De_Leite,601,S7,2,100
312710,Frutal,594,S4,10,100
312710,Frutal,594,S6,11,100
312710,Frutal,594,S7,7,100
312710,Frutal,594,S8,1,100
312720,Funilandia,95,S4,48,100
312720,Funilandia,95,S5,136,100
312720,Funilandia,95,S6,60,100
312720,Funilandia,95,S7,27,100
312720,Funilandia,95,S8,8,100
312720,Funilandia,95,S10,82,100
312730,Galileia,397,S4,12,100
312730,Galileia,397,S5,13,100
312730,Galileia,397,S6,8,100
312730,Galileia,397,S7,6,100
312730,Galileia,397,S8,2,100
312735,Glaucilandia,441,S4,3,100
312735,Glaucilandia,441,S5,4,100
312735,Glaucilandia,441,S7,1,100
312737,Goiabeira,455,S5,4,100
312737,Goiabeira,455,S6,5,100
312737,Goiabeira,455,S7,1,100
312738,Goiana,284,S4,12,100
312738,Goiana,284,S5,21,100
312738,Goiana,284,S7,1,100
312738,Goiana,284,S8,2,100
312740,Goncalves,447,S4,2,100
312740,Goncalves,447,S5,6,100
312740,Goncalves,447,S7,2,100
312750,Gonzaga,360,S4,11,100
312750,Gonzaga,360,S5,15,100
312750,Gonzaga,360,S6,16,100
312750,Gonzaga,360,S7,8,100
312750,Gonzaga,360,S8,1,100
312760,Gouveia,256,S5,46,100
312760,Gouveia,256,S6,16,100
312760,Gouveia,256,S7,5,100
312760,Gouveia,256,S8,3,100
312760,Gouveia,256,S10,26,100
312770,Governador_Valadares,331,S4,59,100
312770,Governador_Valadares,331,S5,19,100
312770,Governador_Valadares,331,S6,43,100
312770,Governador_Valadares,331,S7,51,100
312770,Governador_Valadares,331,S8,10,100
312770,Governador_Valadares,331,S10,51,100
312780,Grao_Mogol,563,S6,6,100
312780,Grao_Mogol,563,S7,2,100
312800,Guanhaes,259,S5,77,100
312800,Guanhaes,259,S6,19,100
312800,Guanhaes,259,S7,31,100
312800,Guanhaes,259,S8,10,100
312800,Guanhaes,259,S10,71,100
312810,Guape,348,S4,9,100
312810,Guape,348,S5,24,100
312810,Guape,348,S6,14,100
312810,Guape,348,S7,11,100
312810,Guape,348,S8,3,100
312820,Guaraciaba,224,S4,25,100
312820,Guaraciaba,224,S5,35,100
312820,Guaraciaba,224,S6,14,100
312820,Guaraciaba,224,S7,19,100
312820,Guaraciaba,224,S8,3,100
312820,Guaraciaba,224,S10,28,100
312825,Guaraciama,393,S4,9,100
312825,Guaraciama,393,S5,11,100
312825,Guaraciama,393,S6,8,100
312825,Guaraciama,393,S7,3,100
312830,Guaranesia,443,S4,5,100
312830,Guaranesia,443,S5,15,100
312830,Guaranesia,443,S6,12,100
312830,Guaranesia,443,S7,7,100
312830,Guaranesia,443,S8,2,100
312840,Guarani,279,S4,39,100
312840,Guarani,279,S5,59,100
312840,Guarani,279,S6,43,100
312840,Guarani,279,S7,28,100
312840,Guarani,279,S8,5,100
312840,Guarani,279,S10,28,100
312850,Guarara,307,S5,19,100
312850,Guarara,307,S6,2,100
312850,Guarara,307,S7,5,100
312850,Guarara,307,S8,2,100
312860,Guarda_Mor,571,S4,1,100
312870,Guaxupe,434,S4,15,100
312870,Guaxupe,434,S5,21,100
312870,Guaxupe,434,S6,15,100
312870,Guaxupe,434,S7,13,100
312870,Guaxupe,434,S8,3,100
312880,Guidoval,269,S4,18,100
312880,Guidoval,269,S5,47,100
312880,Guidoval,269,S7,14,100
312880,Guidoval,269,S8,4,100
312880,Guidoval,269,S10,26,100
312890,Guimarania,483,S4,10,100
312890,Guimarania,483,S5,8,100
312890,Guimarania,483,S6,8,100
312890,Guimarania,483,S7,4,100
312890,Guimarania,483,S8,1,100
312900,Guiricema,279,S5,51,100
312900,Guiricema,279,S6,10,100
312900,Guiricema,279,S7,23,100
312900,Guiricema,279,S8,4,100
312900,Guiricema,279,S10,22,100
312920,Heliodora,366,S4,15,100
312920,Heliodora,366,S5,19,100
312920,Heliodora,366,S6,14,100
312920,Heliodora,366,S7,6,100
312920,Heliodora,366,S8,1,100
312930,Iapu,268,S4,34,100
312930,Iapu,268,S5,77,100
312930,Iapu,268,S6,35,100
312930,Iapu,268,S7,28,100
312930,Iapu,268,S8,6,100
312930,Iapu,268,S10,36,100
312940,Ibertioga,218,S4,6,100
312940,Ibertioga,218,S5,15,100
312940,Ibertioga,218,S6,9,100
312940,Ibertioga,218,S7,8,100
312940,Ibertioga,218,S8,1,100
312940,Ibertioga,218,S10,11,100
312950,Ibia,315,S4,26,100
312950,Ibia,315,S5,60,100
312950,Ibia,315,S6,38,100
312950,Ibia,315,S7,25,100
312950,Ibia,315,S8,5,100
312950,Ibia,315,S10,29,100
312960,Ibiai,407,S4,14,100
312960,Ibiai,407,S5,17,100
312960,Ibiai,407,S6,9,100
312960,Ibiai,407,S7,6,100
312960,Ibiai,407,S8,2,100
312965,Ibiracatu,603,S4,2,100
312965,Ibiracatu,603,S7,2,100
312970,Ibiraci,443,S4,9,100
312970,Ibiraci,443,S5,9,100
312970,Ibiraci,443,S6,10,100
312970,Ibiraci,443,S7,3,100
312970,Ibiraci,443,S8,1,100
312980,Ibirite,16,S2,12064,100
312980,Ibirite,16,S3,1569,100
312980,Ibirite,16,S4,1714,100
312980,Ibirite,16,S5,3579,100
312980,Ibirite,16,S6,1707,100
312980,Ibirite,16,S7,1385,100
312980,Ibirite,16,S8,247,100
312980,Ibirite,16,S9,2970,100
312980,Ibirite,16,S10,3506,100
312980,Ibirite,16,S11,24324,100
312990,Ibitiura_De_Minas,454,S5,4,100
312990,Ibitiura_De_Minas,454,S6,3,100
313000,Ibituruna,210,S4,18,100
313000,Ibituruna,210,S5,39,100
313000,Ibituruna,210,S6,17,100
313000,Ibituruna,210,S7,8,100
313000,Ibituruna,210,S8,2,100
313000,Ibituruna,210,S10,17,100
313005,Icarai_De_Minas,509,S4,11,100
313005,Icarai_De_Minas,509,S6,10,100
313005,Icarai_De_Minas,509,S7,7,100
313005,Icarai_De_Minas,509,S8,1,100
313010,Igarape,38,S4,888,100
313010,Igarape,38,S5,2136,100
313010,Igarape,38,S6,673,100
313010,Igarape,38,S7,376,100
313010,Igarape,38,S8,109,100
313010,Igarape,38,S10,1255,100
313020,Igaratinga,90,S4,130,100
313020,Igaratinga,90,S5,379,100
313020,Igaratinga,90,S6,50,100
313020,Igaratinga,90,S7,55,100
313020,Igaratinga,90,S8,19,100
313020,Igaratinga,90,S10,166,100
313030,Iguatama,226,S5,39,100
313030,Iguatama,226,S6,15,100
313030,Iguatama,226,S7,14,100
313030,Iguatama,226,S8,2,100
313030,Iguatama,226,S10,22,100
313040,Ijaci,212,S4,43,100
313040,Ijaci,212,S5,74,100
313040,Ijaci,212,S6,17,100
313040,Ijaci,212,S7,26,100
313040,Ijaci,212,S8,6,100
313040,Ijaci,212,S10,42,100
313050,Ilicinea,319,S4,15,100
313050,Ilicinea,319,S5,27,100
313050,Ilicinea,319,S6,14,100
313050,Ilicinea,319,S7,2,100
313050,Ilicinea,319,S8,3,100
313050,Ilicinea,319,S10,13,100
313055,Imbe_De_Minas,322,S4,20,100
313055,Imbe_De_Minas,322,S5,29,100
313055,Imbe_De_Minas,322,S6,10,100
313055,Imbe_De_Minas,322,S7,12,100
313055,Imbe_De_Minas,322,S8,3,100
313055,Imbe_De_Minas,322,S10,15,100
313060,Inconfidentes,429,S4,2,100
313060,Inconfidentes,429,S5,12,100
313060,Inconfidentes,429,S6,13,100
313060,Inconfidentes,429,S7,5,100
313060,Inconfidentes,429,S8,1,100
313070,Indianopolis,497,S4,8,100
313070,Indianopolis,497,S5,6,100
313070,Indianopolis,497,S6,7,100
313070,Indianopolis,497,S7,3,100
313080,Ingai,256,S4,12,100
313080,Ingai,256,S5,17,100
313080,Ingai,256,S7,2,100
313080,Ingai,256,S8,2,100
313090,Inhapim,292,S4,11,100
313090,Inhapim,292,S5,58,100
313090,Inhapim,292,S6,26,100
313090,Inhapim,292,S7,28,100
313090,Inhapim,292,S8,6,100
313090,Inhapim,292,S10,31,100
313100,Inhauma,82,S4,100,100
313100,Inhauma,82,S5,235,100
313100,Inhauma,82,S6,94,100
313100,Inhauma,82,S7,60,100
313100,Inhauma,82,S8,11,100
313100,Inhauma,82,S10,113,100
313110,Inimutaba,170,S4,57,100
313110,Inimutaba,170,S5,118,100
313110,Inimutaba,170,S6,41,100
313110,Inimutaba,170,S7,32,100
313110,Inimutaba,170,S8,8,100
313110,Inimutaba,170,S10,58,100
313115,Ipaba,249,S4,67,100
313115,Ipaba,249,S5,140,100
313115,Ipaba,249,S6,56,100
313115,Ipaba,249,S7,51,100
313115,Ipaba,249,S8,11,100
313115,Ipaba,249,S10,47,100
313120,Ipanema,388,S4,3,100
313120,Ipanema,388,S5,16,100
313120,Ipanema,388,S6,15,100
313120,Ipanema,388,S8,2,100
313130,Ipatinga,232,S4,408,100
313130,Ipatinga,232,S5,626,100
313130,Ipatinga,232,S6,412,100
313130,Ipatinga,232,S7,372,100
313130,Ipatinga,232,S8,56,100
313130,Ipatinga,232,S10,223,100
313150,Ipuiuna,420,S4,20,100
313150,Ipuiuna,420,S5,17,100
313150,Ipuiuna,420,S6,19,100
313150,Ipuiuna,420,S7,8,100
313150,Ipuiuna,420,S8,2,100
313160,Irai_De_Minas,465,S4,9,100
313160,Irai_De_Minas,465,S5,8,100
313160,Irai_De_Minas,465,S6,9,100
313160,Irai_De_Minas,465,S7,5,100
313170,Itabira,119,S4,306,100
313170,Itabira,119,S5,461,100
313170,Itabira,119,S6,217,100
313170,Itabira,119,S7,298,100
313170,Itabira,119,S8,57,100
313170,Itabira,119,S10,512,100
313180,Itabirinha,441,S4,7,100
313180,Itabirinha,441,S5,8,100
313180,Itabirinha,441,S6,12,100
313180,Itabirinha,441,S7,3,100
313190,Itabirito,62,S4,348,100
313190,Itabirito,62,S5,689,100
313190,Itabirito,62,S6,421,100
313190,Itabirito,62,S7,225,100
313190,Itabirito,62,S8,57,100
313190,Itabirito,62,S10,628,100
313200,Itacambira,452,S4,8,100
313200,Itacambira,452,S5,7,100
313200,Itacambira,452,S6,8,100
313200,Itacambira,452,S7,5,100
313210,Itacarambi,645,S4,3,100
313210,Itacarambi,645,S7,2,100
313220,Itaguara,90,S5,223,100
313220,Itaguara,90,S6,72,100
313220,Itaguara,90,S7,36,100
313220,Itaguara,90,S8,12,100
313220,Itaguara,90,S10,110,100
313230,Itaipe,545,S4,3,100
313230,Itaipe,545,S6,5,100
313230,Itaipe,545,S7,2,100
313240,Itajuba,434,S4,27,100
313240,Itajuba,434,S5,50,100
313240,Itajuba,434,S6,22,100
313240,Itajuba,434,S7,31,100
313240,Itajuba,434,S8,6,100
313240,Itajuba,434,S10,26,100
313250,Itamarandiba,468,S4,2,100
313250,Itamarandiba,468,S5,12,100
313250,Itamarandiba,468,S6,13,100
313250,Itamarandiba,468,S7,4,100
313250,Itamarandiba,468,S8,2,100
313260,Itamarati_De_Minas,315,S4,8,100
313260,Itamarati_De_Minas,315,S5,20,100
313260,Itamarati_De_Minas,315,S6,11,100
313260,Itamarati_De_Minas,315,S7,9,100
313260,Itamarati_De_Minas,315,S8,2,100
313270,Itambacuri,435,S5,11,100
313270,Itambacuri,435,S6,10,100
313270,Itambacuri,435,S7,2,100
313270,Itambacuri,435,S8,1,100
313280,Itambe_Do_Mato_Dentro,129,S4,15,100
313280,Itambe_Do_Mato_Dentro,129,S5,47,100
313280,Itambe_Do_Mato_Dentro,129,S6,11,100
313280,Itambe_Do_Mato_Dentro,129,S7,13,100
313280,Itambe_Do_Mato_Dentro,129,S8,3,100
313280,Itambe_Do_Mato_Dentro,129,S10,17,100
313290,Itamogi,442,S4,5,100
313290,Itamogi,442,S5,7,100
313290,Itamogi,442,S7,4,100
313300,Itamonte,417,S4,7,100
313300,Itamonte,417,S5,11,100
313300,Itamonte,417,S6,11,100
313300,Itamonte,417,S7,4,100
313300,Itamonte,417,S8,2,100
313310,Itanhandu,415,S5,9,100
313310,Itanhandu,415,S6,11,100
313310,Itanhandu,415,S8,1,100
313320,Itanhomi,331,S4,3,100
313320,Itanhomi,331,S5,20,100
313320,Itanhomi,331,S6,15,100
313320,Itanhomi,331,S7,4,100
313320,Itanhomi,331,S8,2,100
313320,Itanhomi,331,S10,12,100
313330,Itaobim,625,S4,2,100
313330,Itaobim,625,S6,6,100
313330,Itaobim,625,S7,3,100
313340,Itapagipe,644,S4,8,100
313340,Itapagipe,644,S6,8,100
313340,Itapagipe,644,S7,5,100
313350,Itapecerica,173,S4,58,100
313350,Itapecerica,173,S5,182,100
313350,Itapecerica,173,S6,88,100
313350,Itapecerica,173,S7,49,100
313350,Itapecerica,173,S8,12,100
313350,Itapecerica,173,S10,81,100
313360,Itapeva,451,S4,12,100
313360,Itapeva,451,S5,13,100
313360,Itapeva,451,S6,14,100
313360,Itapeva,451,S7,7,100
313360,Itapeva,451,S8,2,100
313370,Itatiaiucu,67,S4,124,100
313370,Itatiaiucu,67,S5,359,100
313370,Itatiaiucu,67,S6,76,100
313370,Itatiaiucu,67,S7,27,100
313370,Itatiaiucu,67,S8,25,100
313370,Itatiaiucu,67,S10,207,100
313375,Itau_De_Minas,382,S4,13,100
313375,Itau_De_Minas,382,S5,15,100
313375,Itau_De_Minas,382,S6,16,100
313375,Itau_De_Minas,382,S7,6,100
313375,Itau_De_Minas,382,S8,2,100
313380,Itauna,69,S4,700,100
313380,Itauna,69,S5,1353,100
313380,Itauna,69,S6,428,100
313380,Itauna,69,S7,459,100
313380,Itauna,69,S8,92,100
313380,Itauna,69,S10,806,100
313390,Itaverava,129,S4,68,100
313390,Itaverava,129,S5,148,100
313390,Itaverava,129,S6,65,100
313390,Itaverava,129,S7,37,100
313390,Itaverava,129,S8,7,100
313390,Itaverava,129,S10,82,100
313400,Itinga,655,S4,4,100
313400,Itinga,655,S6,7,100
313400,Itinga,655,S7,4,100
313410,Itueta,470,S5,5,100
313410,Itueta,470,S6,10,100
313410,Itueta,470,S7,3,100
313420,Ituiutaba,662,S4,4,100
313420,Ituiutaba,662,S7,3,100
313430,Itumirim,252,S4,23,100
313430,Itumirim,252,S5,37,100
313430,Itumirim,252,S7,10,100
313430,Itumirim,252,S8,3,100
313430,Itumirim,252,S10,22,100
313450,Itutinga,266,S4,15,100
313450,Itutinga,266,S5,20,100
313450,Itutinga,266,S6,6,100
313450,Itutinga,266,S7,6,100
313450,Itutinga,266,S8,2,100
313450,Itutinga,266,S10,10,100
313460,Jaboticatubas,78,S4,72,100
313460,Jaboticatubas,78,S5,427,100
313460,Jaboticatubas,78,S6,62,100
313460,Jaboticatubas,78,S7,105,100
313460,Jaboticatubas,78,S8,19,100
313460,Jaboticatubas,78,S10,213,100
313480,Jacui,440,S4,5,100
313480,Jacui,440,S5,5,100
313480,Jacui,440,S7,2,100
313490,Jacutinga,463,S4,14,100
313490,Jacutinga,463,S5,16,100
313490,Jacutinga,463,S6,21,100
313490,Jacutinga,463,S7,10,100
313490,Jacutinga,463,S8,2,100
313500,Jaguaracu,202,S4,21,100
313500,Jaguaracu,202,S5,40,100
313500,Jaguaracu,202,S6,18,100
313500,Jaguaracu,202,S7,12,100
313500,Jaguaracu,202,S8,2,100
313500,Jaguaracu,202,S10,8,100
313505,Jaiba,618,S4,5,100
313505,Jaiba,618,S6,7,100
313505,Jaiba,618,S7,6,100
313505,Jaiba,618,S8,1,100
313507,Jampruca,384,S4,12,100
313507,Jampruca,384,S5,11,100
313507,Jampruca,384,S6,16,100
313507,Jampruca,384,S7,7,100
313507,Jampruca,384,S8,1,100
313510,Janauba,549,S4,4,100
313510,Janauba,549,S7,3,100
313510,Janauba,549,S8,1,100
313520,Januaria,587,S4,15,100
313520,Januaria,587,S6,25,100
313520,Januaria,587,S7,11,100
313520,Januaria,587,S8,2,100
313530,Japaraiba,209,S4,20,100
313530,Japaraiba,209,S5,48,100
313530,Japaraiba,209,S6,10,100
313530,Japaraiba,209,S7,14,100
313530,Japaraiba,209,S8,3,100
313530,Japaraiba,209,S10,28,100
313535,Japonvar,521,S4,6,100
313535,Japonvar,521,S6,9,100
313535,Japonvar,521,S7,4,100
313540,Jeceaba,117,S4,10,100
313540,Jeceaba,117,S5,57,100
313540,Jeceaba,117,S6,18,100
313540,Jeceaba,117,S7,13,100
313540,Jeceaba,117,S8,4,100
313540,Jeceaba,117,S10,34,100
313545,Jenipapo_De_Minas,587,S4,3,100
313545,Jenipapo_De_Minas,587,S6,5,100
313545,Jenipapo_De_Minas,587,S7,3,100
313550,Jequeri,244,S4,48,100
313550,Jequeri,244,S5,60,100
313550,Jequeri,244,S6,21,100
313550,Jequeri,244,S7,34,100
313550,Jequeri,244,S8,7,100
313550,Jequeri,244,S10,57,100
313560,Jequitai,405,S4,10,100
313560,Jequitai,405,S5,15,100
313560,Jequitai,405,S6,5,100
313560,Jequitai,405,S7,4,100
313560,Jequitai,405,S8,2,100
313570,Jequitiba,106,S4,48,100
313570,Jequitiba,106,S5,144,100
313570,Jequitiba,106,S6,37,100
313570,Jequitiba,106,S7,28,100
313570,Jequitiba,106,S8,6,100
313570,Jequitiba,106,S10,77,100
313580,Jequitinhonha,688,S6,5,100
313580,Jequitinhonha,688,S7,3,100
313590,Jesuania,349,S4,12,100
313590,Jesuania,349,S5,16,100
313590,Jesuania,349,S8,2,100
313610,Joanesia,282,S4,15,100
313610,Joanesia,282,S5,21,100
313610,Joanesia,282,S6,15,100
313610,Joanesia,282,S7,10,100
313610,Joanesia,282,S8,2,100
313620,Joao_Monlevade,129,S4,258,100
313620,Joao_Monlevade,129,S5,716,100
313620,Joao_Monlevade,129,S6,389,100
313620,Joao_Monlevade,129,S7,239,100
313620,Joao_Monlevade,129,S8,53,100
313620,Joao_Monlevade,129,S10,463,100
313630,Joao_Pinheiro,394,S4,29,100
313630,Joao_Pinheiro,394,S5,38,100
313630,Joao_Pinheiro,394,S6,19,100
313630,Joao_Pinheiro,394,S7,16,100
313630,Joao_Pinheiro,394,S8,4,100
313630,Joao_Pinheiro,394,S10,18,100
313640,Joaquim_Felicio,288,S4,14,100
313640,Joaquim_Felicio,288,S5,29,100
313640,Joaquim_Felicio,288,S6,25,100
313640,Joaquim_Felicio,288,S7,12,100
313640,Joaquim_Felicio,288,S8,1,100
313640,Joaquim_Felicio,288,S10,14,100
313652,Jose_Goncalves_De_Minas,527,S4,2,100
313652,Jose_Goncalves_De_Minas,527,S6,4,100
313652,Jose_Goncalves_De_Minas,527,S7,3,100
313655,Jose_Raydan,358,S5,9,100
313655,Jose_Raydan,358,S6,16,100
313655,Jose_Raydan,358,S7,8,100
313655,Jose_Raydan,358,S8,2,100
313657,Josenopolis,628,S4,1,100
313657,Josenopolis,628,S7,1,100
313660,Nova_Uniao,73,S4,56,100
313660,Nova_Uniao,73,S5,181,100
313660,Nova_Uniao,73,S6,27,100
313660,Nova_Uniao,73,S7,68,100
313660,Nova_Uniao,73,S8,10,100
313660,Nova_Uniao,73,S10,124,100
313665,Juatuba,40,S4,466,100
313665,Juatuba,40,S5,1266,100
313665,Juatuba,40,S6,233,100
313665,Juatuba,40,S7,329,100
313665,Juatuba,40,S8,69,100
313665,Juatuba,40,S10,813,100
313670,Juiz_De_Fora,265,S4,111,100
313670,Juiz_De_Fora,265,S5,187,100
313670,Juiz_De_Fora,265,S6,36,100
313670,Juiz_De_Fora,265,S7,90,100
313670,Juiz_De_Fora,265,S8,16,100
313670,Juiz_De_Fora,265,S10,104,100
313680,Juramento,421,S4,6,100
313680,Juramento,421,S5,7,100
313680,Juramento,421,S6,6,100
313680,Juramento,421,S7,3,100
313690,Juruaia,431,S4,6,100
313690,Juruaia,431,S5,8,100
313690,Juruaia,431,S6,8,100
313690,Juruaia,431,S7,2,100
313700,Ladainha,530,S4,3,100
313700,Ladainha,530,S6,10,100
313700,Ladainha,530,S7,5,100
313710,Lagamar,531,S4,5,100
313710,Lagamar,531,S6,7,100
313710,Lagamar,531,S7,5,100
313720,Lagoa_Da_Prata,194,S4,118,100
313720,Lagoa_Da_Prata,194,S5,251,100
313720,Lagoa_Da_Prata,194,S6,73,100
313720,Lagoa_Da_Prata,194,S7,60,100
313720,Lagoa_Da_Prata,194,S8,23,100
313720,Lagoa_Da_Prata,194,S10,172,100
313730,Lagoa_Dos_Patos,400,S4,7,100
313730,Lagoa_Dos_Patos,400,S5,9,100
313730,Lagoa_Dos_Patos,400,S6,4,100
313730,Lagoa_Dos_Patos,400,S7,4,100
313740,Lagoa_Dourada,169,S4,88,100
313740,Lagoa_Dourada,169,S5,248,100
313740,Lagoa_Dourada,169,S6,73,100
313740,Lagoa_Dourada,169,S7,80,100
313740,Lagoa_Dourada,169,S8,14,100
313740,Lagoa_Dourada,169,S10,102,100
313750,Lagoa_Formosa,365,S4,16,100
313750,Lagoa_Formosa,365,S5,21,100
313750,Lagoa_Formosa,365,S6,19,100
313750,Lagoa_Formosa,365,S7,8,100
313750,Lagoa_Formosa,365,S8,2,100
313753,Lagoa_Grande,451,S4,14,100
313753,Lagoa_Grande,451,S5,12,100
313753,Lagoa_Grande,451,S6,14,100
313753,Lagoa_Grande,451,S7,9,100
313753,Lagoa_Grande,451,S8,2,100
313760,Lagoa_Santa,50,S4,235,100
313760,Lagoa_Santa,50,S5,1072,100
313760,Lagoa_Santa,50,S6,262,100
313760,Lagoa_Santa,50,S7,164,100
313760,Lagoa_Santa,50,S8,48,100
313760,Lagoa_Santa,50,S10,576,100
313770,Lajinha,348,S4,17,100
313770,Lajinha,348,S5,36,100
313770,Lajinha,348,S6,23,100
313770,Lajinha,348,S7,11,100
313770,Lajinha,348,S8,3,100
313770,Lajinha,348,S10,15,100
313780,Lambari,342,S4,26,100
313780,Lambari,342,S5,39,100
313780,Lambari,342,S6,18,100
313780,Lambari,342,S7,13,100
313780,Lambari,342,S8,4,100
313780,Lambari,342,S10,15,100
313790,Lamim,158,S4,17,100
313790,Lamim,158,S5,36,100
313790,Lamim,158,S6,15,100
313790,Lamim,158,S7,10,100
313790,Lamim,158,S8,2,100
313790,Lamim,158,S10,17,100
313800,Laranjal,353,S4,8,100
313800,Laranjal,353,S5,11,100
313800,Laranjal,353,S6,6,100
313800,Laranjal,353,S7,6,100
313800,Laranjal,353,S8,1,100
313810,Lassance,263,S4,29,100
313810,Lassance,263,S5,49,100
313810,Lassance,263,S6,17,100
313810,Lassance,263,S7,12,100
313810,Lassance,263,S8,4,100
313810,Lassance,263,S10,28,100
313820,Lavras,228,S4,218,100
313820,Lavras,228,S5,103,100
313820,Lavras,228,S6,65,100
313820,Lavras,228,S7,123,100
313820,Lavras,228,S8,24,100
313820,Lavras,228,S10,179,100
313830,Leandro_Ferreira,136,S4,33,100
313830,Leandro_Ferreira,136,S5,72,100
313830,Leandro_Ferreira,136,S6,33,100
313830,Leandro_Ferreira,136,S7,24,100
313830,Leandro_Ferreira,136,S8,4,100
313830,Leandro_Ferreira,136,S10,41,100
313835,Leme_Do_Prado,491,S4,3,100
313835,Leme_Do_Prado,491,S5,5,100
313835,Leme_Do_Prado,491,S6,4,100
313835,Leme_Do_Prado,491,S7,2,100
313840,Leopoldina,326,S4,63,100
313840,Leopoldina,326,S5,92,100
313840,Leopoldina,326,S6,42,100
313840,Leopoldina,326,S7,44,100
313840,Leopoldina,326,S8,10,100
313840,Leopoldina,326,S10,38,100
313850,Liberdade,379,S4,9,100
313850,Liberdade,379,S5,14,100
313850,Liberdade,379,S6,10,100
313850,Liberdade,379,S7,4,100
313850,Liberdade,379,S8,1,100
313860,Lima_Duarte,297,S4,16,100
313860,Lima_Duarte,297,S5,45,100
313860,Lima_Duarte,297,S6,21,100
313860,Lima_Duarte,297,S7,11,100
313860,Lima_Duarte,297,S8,4,100
313860,Lima_Duarte,297,S10,20,100
313865,Lontra,532,S4,6,100
313865,Lontra,532,S6,7,100
313865,Lontra,532,S7,3,100
313867,Luisburgo,315,S4,19,100
313867,Luisburgo,315,S5,31,100
313867,Luisburgo,315,S6,20,100
313867,Luisburgo,315,S7,6,100
313867,Luisburgo,315,S8,3,100
313867,Luisburgo,315,S10,15,100
313868,Luislandia,543,S4,2,100
313868,Luislandia,543,S6,5,100
313868,Luislandia,543,S7,2,100
313870,Luminarias,269,S4,23,100
313870,Luminarias,269,S5,28,100
313870,Luminarias,269,S7,5,100
313870,Luminarias,269,S8,3,100
313870,Luminarias,269,S10,15,100
313880,Luz,191,S5,94,100
313880,Luz,191,S6,40,100
313880,Luz,191,S7,21,100
313880,Luz,191,S8,9,100
313880,Luz,191,S10,64,100
313900,Machado,369,S4,28,100
313900,Machado,369,S5,59,100
313900,Machado,369,S7,24,100
313900,Machado,369,S8,6,100
313900,Machado,369,S10,21,100
313910,Madre_De_Deus_De_Minas,265,S4,20,100
313910,Madre_De_Deus_De_Minas,265,S5,36,100
313910,Madre_De_Deus_De_Minas,265,S6,13,100
313910,Madre_De_Deus_De_Minas,265,S7,12,100
313910,Madre_De_Deus_De_Minas,265,S8,3,100
313910,Madre_De_Deus_De_Minas,265,S10,17,100
313920,Malacacheta,447,S5,14,100
313920,Malacacheta,447,S6,16,100
313920,Malacacheta,447,S7,2,100
313920,Malacacheta,447,S8,2,100
313930,Manga,692,S7,1,100
313940,Manhuacu,295,S4,148,100
313940,Manhuacu,295,S5,229,100
313940,Manhuacu,295,S6,154,100
313940,Manhuacu,295,S7,70,100
313940,Manhuacu,295,S8,18,100
313940,Manhuacu,295,S10,124,100
313950,Manhumirim,317,S4,12,100
313950,Manhumirim,317,S5,48,100
313950,Manhumirim,317,S6,8,100
313950,Manhumirim,317,S7,23,100
313950,Manhumirim,317,S8,5,100
313950,Manhumirim,317,S10,24,100
313960,Mantena,470,S4,3,100
313960,Mantena,470,S5,9,100
313960,Mantena,470,S6,14,100
313960,Mantena,470,S7,6,100
313960,Mantena,470,S8,1,100
313970,Maravilhas,121,S4,99,100
313970,Maravilhas,121,S5,216,100
313970,Maravilhas,121,S6,89,100
313970,Maravilhas,121,S7,39,100
313970,Maravilhas,121,S8,12,100
313970,Maravilhas,121,S10,107,100
313980,Mar_De_Espanha,325,S4,4,100
313980,Mar_De_Espanha,325,S5,28,100
313980,Mar_De_Espanha,325,S6,19,100
313980,Mar_De_Espanha,325,S7,12,100
313980,Mar_De_Espanha,325,S8,2,100
313990,Maria_Da_Fe,402,S4,8,100
313990,Maria_Da_Fe,402,S5,12,100
313990,Maria_Da_Fe,402,S6,12,100
313990,Maria_Da_Fe,402,S7,7,100
313990,Maria_Da_Fe,402,S8,1,100
314000,Mariana,151,S4,249,100
314000,Mariana,151,S5,605,100
314000,Mariana,151,S6,290,100
314000,Mariana,151,S7,177,100
314000,Mariana,151,S8,37,100
314000,Mariana,151,S10,328,100
314010,Marilac,381,S4,6,100
314010,Marilac,381,S5,6,100
314010,Marilac,381,S6,6,100
314010,Marilac,381,S7,2,100
314010,Marilac,381,S8,1,100
314015,Mario_Campos,30,S4,267,100
314015,Mario_Campos,30,S5,739,100
314015,Mario_Campos,30,S6,67,100
